at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-08 04:33:40,Pengguna Google,5,bagus berbagai negara dapat dipelajari,bagus berbagai negara dapat dipelajari,bagus berbagai negara dapat dipelajari,bagus berbagai negara dapat dipelajari,"['bagus', 'berbagai', 'negara', 'dapat', 'dipelajari']","['bagus', 'negara', 'dipelajari']",bagus negara ajar,38,Positif
2025-10-08 04:28:47,Pengguna Google,5,"bagus banget, membantu sekali",bagus banget membantu sekali,bagus banget membantu sekali,bagus banget membantu sekali,"['bagus', 'banget', 'membantu', 'sekali']","['bagus', 'banget', 'membantu']",bagus banget bantu,28,Positif
2025-10-08 04:19:07,Pengguna Google,5,dengan aplikasi ini aku mulai tau bahasa Inggris,dengan aplikasi ini aku mulai tau bahasa Inggris,dengan aplikasi ini aku mulai tau bahasa inggris,dengan aplikasi ini aku mulai tau bahasa inggris,"['dengan', 'aplikasi', 'ini', 'aku', 'mulai', 'tau', 'bahasa', 'inggris']","['aplikasi', 'tau', 'bahasa', 'inggris']",aplikasi tau bahasa inggris,48,Positif
2025-10-08 03:59:28,Pengguna Google,5,the best 🌟🌟🌟🌟🌟,the best ,the best ,the best,"['the', 'best']","['the', 'best']",the best,9,Negatif
2025-10-08 03:52:32,Pengguna Google,5,Sangat Baik,Sangat Baik,sangat baik,sangat baik,"['sangat', 'baik']",[],,11,Netral
2025-10-08 03:48:59,Pengguna Google,5,bagus bagettttt dengan cara ini duolingo membatu aku belajar bahasa !!!!,bagus bagettttt dengan cara ini duolingo membatu aku belajar bahasa ,bagus bagettttt dengan cara ini duolingo membatu aku belajar bahasa ,bagus bagettttt dengan cara ini duolingo membatu aku belajar bahasa,"['bagus', 'bagettttt', 'dengan', 'cara', 'ini', 'duolingo', 'membatu', 'aku', 'belajar', 'bahasa']","['bagus', 'bagettttt', 'duolingo', 'membatu', 'belajar', 'bahasa']",bagus bagettttt duolingo batu ajar bahasa,68,Positif
2025-10-08 03:48:10,Pengguna Google,5,terimakasih sangat membantu belajar,terimakasih sangat membantu belajar,terimakasih sangat membantu belajar,terimakasih sangat membantu belajar,"['terimakasih', 'sangat', 'membantu', 'belajar']","['terimakasih', 'membantu', 'belajar']",terimakasih bantu ajar,35,Positif
2025-10-08 03:47:32,Pengguna Google,5,Duolingo ini membuat saya lebih senang belajar b. Inggris harapan saya memakai aplikasi ini semoga saya bisa menguasai b. Inggris.,Duolingo ini membuat saya lebih senang belajar b Inggris harapan saya memakai aplikasi ini semoga saya bisa menguasai b Inggris,duolingo ini membuat saya lebih senang belajar b inggris harapan saya memakai aplikasi ini semoga saya bisa menguasai b inggris,duolingo ini membuat saya lebih senang belajar b inggris harapan saya memakai aplikasi ini semoga saya bisa menguasai b inggris,"['duolingo', 'ini', 'membuat', 'saya', 'lebih', 'senang', 'belajar', 'b', 'inggris', 'harapan', 'saya', 'memakai', 'aplikasi', 'ini', 'semoga', 'saya', 'bisa', 'menguasai', 'b', 'inggris']","['duolingo', 'senang', 'belajar', 'b', 'inggris', 'harapan', 'memakai', 'aplikasi', 'semoga', 'menguasai', 'b', 'inggris']",duolingo senang ajar b inggris harap pakai aplikasi moga kuasa b inggris,127,Positif
2025-10-08 03:44:39,Pengguna Google,1,"ku kasih bintang satu duku, nanti aku kasih bintang lima kalo ada Indonesia-arab",ku kasih bintang satu duku nanti aku kasih bintang lima kalo ada Indonesiaarab,ku kasih bintang satu duku nanti aku kasih bintang lima kalo ada indonesiaarab,ku kasih bintang satu duku nanti aku kasih bintang lima kalau ada indonesiaarab,"['ku', 'kasih', 'bintang', 'satu', 'duku', 'nanti', 'aku', 'kasih', 'bintang', 'lima', 'kalau', 'ada', 'indonesiaarab']","['ku', 'kasih', 'bintang', 'duku', 'kasih', 'bintang', 'indonesiaarab']",ku kasih bintang duku kasih bintang indonesiaarab,78,Netral
2025-10-08 03:39:47,Pengguna Google,5,bagus saya menjadi lebih pintar dalam bahasa Inggris,bagus saya menjadi lebih pintar dalam bahasa Inggris,bagus saya menjadi lebih pintar dalam bahasa inggris,bagus saya menjadi lebih pintar dalam bahasa inggris,"['bagus', 'saya', 'menjadi', 'lebih', 'pintar', 'dalam', 'bahasa', 'inggris']","['bagus', 'pintar', 'bahasa', 'inggris']",bagus pintar bahasa inggris,52,Positif
2025-10-08 03:16:41,Pengguna Google,5,is good apk,is good apk,is good apk,is good apk,"['is', 'good', 'apk']","['is', 'good', 'apk']",is good apk,11,Negatif
2025-10-08 02:59:17,Pengguna Google,5,karena sangat seru,karena sangat seru,karena sangat seru,karena sangat seru,"['karena', 'sangat', 'seru']",['seru'],seru,18,Positif
2025-10-08 02:52:12,Pengguna Google,5,belajar degan baik,belajar degan baik,belajar degan baik,belajar degan baik,"['belajar', 'degan', 'baik']","['belajar', 'degan']",ajar degan,18,Positif
2025-10-08 02:43:27,Pengguna Google,5,"aplikasi ini membatu untuk saya yg ingin/suka belajar bahasa inggris, untuk di masa mendatang, dan meningkatkan skill saya.",aplikasi ini membatu untuk saya yg inginsuka belajar bahasa inggris untuk di masa mendatang dan meningkatkan skill saya,aplikasi ini membatu untuk saya yg inginsuka belajar bahasa inggris untuk di masa mendatang dan meningkatkan skill saya,aplikasi ini membatu untuk saya yang inginsuka belajar bahasa inggris untuk di masa mendatang dan meningkatkan skill saya,"['aplikasi', 'ini', 'membatu', 'untuk', 'saya', 'yang', 'inginsuka', 'belajar', 'bahasa', 'inggris', 'untuk', 'di', 'masa', 'mendatang', 'dan', 'meningkatkan', 'skill', 'saya']","['aplikasi', 'membatu', 'inginsuka', 'belajar', 'bahasa', 'inggris', 'meningkatkan', 'skill']",aplikasi batu inginsuka ajar bahasa inggris tingkat skill,119,Positif
2025-10-08 02:34:38,Pengguna Google,5,sangat bagus untuk anak² yg masih sekolah atau yg mau belajar,sangat bagus untuk anak yg masih sekolah atau yg mau belajar,sangat bagus untuk anak yg masih sekolah atau yg mau belajar,sangat bagus untuk anak yang masih sekolah atau yang mau belajar,"['sangat', 'bagus', 'untuk', 'anak', 'yang', 'masih', 'sekolah', 'atau', 'yang', 'mau', 'belajar']","['bagus', 'anak', 'sekolah', 'belajar']",bagus anak sekolah ajar,60,Positif
2025-10-08 02:18:40,Pengguna Google,5,"aku suka banget same aplikasi ini soalnya dia bisa membantu aku dari mulai sedikit jadi banyakk, terimamsihh Duolingo 🤍🫂💐",aku suka banget same aplikasi ini soalnya dia bisa membantu aku dari mulai sedikit jadi banyakk terimamsihh Duolingo ,aku suka banget same aplikasi ini soalnya dia bisa membantu aku dari mulai sedikit jadi banyakk terimamsihh duolingo ,aku suka banget same aplikasi ini soalnya dia bisa membantu aku dari mulai sedikit jadi banyakk terimamsihh duolingo,"['aku', 'suka', 'banget', 'same', 'aplikasi', 'ini', 'soalnya', 'dia', 'bisa', 'membantu', 'aku', 'dari', 'mulai', 'sedikit', 'jadi', 'banyakk', 'terimamsihh', 'duolingo']","['suka', 'banget', 'same', 'aplikasi', 'membantu', 'banyakk', 'terimamsihh', 'duolingo']",suka banget same aplikasi bantu banyakk terimamsihh duolingo,117,Positif
2025-10-08 02:08:05,Pengguna Google,5,jjr ap in sgt mygkn nmun ad bbrp hl yg kurg bgs bnyk ikln,jjr ap in sgt mygkn nmun ad bbrp hl yg kurg bgs bnyk ikln,jjr ap in sgt mygkn nmun ad bbrp hl yg kurg bgs bnyk ikln,jjr apa ini sangat mygkn nmun ada beberapa hl yang kurg bagus banyak ikln,"['jjr', 'apa', 'ini', 'sangat', 'mygkn', 'nmun', 'ada', 'beberapa', 'hl', 'yang', 'kurg', 'bagus', 'banyak', 'ikln']","['jjr', 'mygkn', 'nmun', 'hl', 'kurg', 'bagus', 'ikln']",jjr mygkn nmun hl kurg bagus ikln,57,Netral
2025-10-08 02:06:41,Pengguna Google,5,sangatt bagusss,sangatt bagusss,sangatt bagusss,sangatt bagus,"['sangatt', 'bagus']","['sangatt', 'bagus']",sangatt bagus,15,Positif
2025-10-08 02:04:08,Pengguna Google,5,jadi bisa belajar onlinen,jadi bisa belajar onlinen,jadi bisa belajar onlinen,jadi bisa belajar onlinen,"['jadi', 'bisa', 'belajar', 'onlinen']","['belajar', 'onlinen']",ajar onlinen,25,Positif
2025-10-08 02:03:13,Pengguna Google,5,suka banget Deng belajar di Duolingoa aku bisa belajar bahasa ingir,suka banget Deng belajar di Duolingoa aku bisa belajar bahasa ingir,suka banget deng belajar di duolingoa aku bisa belajar bahasa ingir,suka banget deng belajar di duolingoa aku bisa belajar bahasa ingir,"['suka', 'banget', 'deng', 'belajar', 'di', 'duolingoa', 'aku', 'bisa', 'belajar', 'bahasa', 'ingir']","['suka', 'banget', 'deng', 'belajar', 'duolingoa', 'belajar', 'bahasa', 'ingir']",suka banget deng ajar duolingoa ajar bahasa ingir,67,Positif
2025-10-08 01:53:00,Pengguna Google,5,sukaa jadi bisa bahasa Mandarinnn,sukaa jadi bisa bahasa Mandarinnn,sukaa jadi bisa bahasa mandarinnn,suka jadi bisa bahasa mandarinnn,"['suka', 'jadi', 'bisa', 'bahasa', 'mandarinnn']","['suka', 'bahasa', 'mandarinnn']",suka bahasa mandarinnn,33,Positif
2025-10-08 01:48:42,Pengguna Google,5,sangat direkomendasikan untuk kamu yang senang belajar bahasa asing,sangat direkomendasikan untuk kamu yang senang belajar bahasa asing,sangat direkomendasikan untuk kamu yang senang belajar bahasa asing,sangat direkomendasikan untuk kamu yang senang belajar bahasa asing,"['sangat', 'direkomendasikan', 'untuk', 'kamu', 'yang', 'senang', 'belajar', 'bahasa', 'asing']","['direkomendasikan', 'senang', 'belajar', 'bahasa', 'asing']",rekomendasi senang ajar bahasa asing,67,Positif
2025-10-08 01:45:23,Pengguna Google,5,aplikasi ini bagus semoga developer nya sehat selalu dan aman di Tuhan Terima kasih😁 ya aminnnnnnnnn,aplikasi ini bagus semoga developer nya sehat selalu dan aman di Tuhan Terima kasih ya aminnnnnnnnn,aplikasi ini bagus semoga developer nya sehat selalu dan aman di tuhan terima kasih ya aminnnnnnnnn,aplikasi ini bagus semoga developer ya sehat selalu dan aman di tuhan terima kasih ya aminnnnnnnnn,"['aplikasi', 'ini', 'bagus', 'semoga', 'developer', 'ya', 'sehat', 'selalu', 'dan', 'aman', 'di', 'tuhan', 'terima', 'kasih', 'ya', 'aminnnnnnnnn']","['aplikasi', 'bagus', 'semoga', 'developer', 'ya', 'sehat', 'aman', 'tuhan', 'terima', 'kasih', 'ya', 'aminnnnnnnnn']",aplikasi bagus moga developer ya sehat aman tuhan terima kasih ya aminnnnnnnnn,99,Positif
2025-10-08 01:35:01,Pengguna Google,5,ini membuatku bisa bahasa Inggris makasih Duolingo 🥺🤭,ini membuatku bisa bahasa Inggris makasih Duolingo ,ini membuatku bisa bahasa inggris makasih duolingo ,ini membuatku bisa bahasa inggris duolingo,"['ini', 'membuatku', 'bisa', 'bahasa', 'inggris', 'duolingo']","['membuatku', 'bahasa', 'inggris', 'duolingo']",buat bahasa inggris duolingo,51,Positif
2025-10-08 01:25:31,Pengguna Google,5,mudah diikuti,mudah diikuti,mudah diikuti,mudah diikuti,"['mudah', 'diikuti']","['mudah', 'diikuti']",mudah ikut,13,Positif
2025-10-08 01:19:00,Pengguna Google,5,aplikasi ini sangat membantu mempelajari bahasa bahasa negara luar yang di mulai dari yang mudah sampai ke susah yang terus bertahap,aplikasi ini sangat membantu mempelajari bahasa bahasa negara luar yang di mulai dari yang mudah sampai ke susah yang terus bertahap,aplikasi ini sangat membantu mempelajari bahasa bahasa negara luar yang di mulai dari yang mudah sampai ke susah yang terus bertahap,aplikasi ini sangat membantu mempelajari bahasa bahasa negara luar yang di mulai dari yang mudah sampai ke susah yang terus bertahap,"['aplikasi', 'ini', 'sangat', 'membantu', 'mempelajari', 'bahasa', 'bahasa', 'negara', 'luar', 'yang', 'di', 'mulai', 'dari', 'yang', 'mudah', 'sampai', 'ke', 'susah', 'yang', 'terus', 'bertahap']","['aplikasi', 'membantu', 'mempelajari', 'bahasa', 'bahasa', 'negara', 'mudah', 'susah', 'bertahap']",aplikasi bantu ajar bahasa bahasa negara mudah susah tahap,132,Positif
2025-10-08 01:06:54,Pengguna Google,5,bisa tau apa aja,bisa tau apa aja,bisa tau apa aja,bisa tau apa saja,"['bisa', 'tau', 'apa', 'saja']",['tau'],tau,16,Netral
2025-10-08 01:04:35,Pengguna Google,5,"bagus , saya suka metode belajarnya.",bagus  saya suka metode belajarnya,bagus  saya suka metode belajarnya,bagus saya suka metode belajarnya,"['bagus', 'saya', 'suka', 'metode', 'belajarnya']","['bagus', 'suka', 'metode', 'belajarnya']",bagus suka metode ajar,34,Positif
2025-10-08 01:01:48,Pengguna Google,5,membantu saya bis bahasa Korea dengan benar makasih duolingo,membantu saya bis bahasa Korea dengan benar makasih duolingo,membantu saya bis bahasa korea dengan benar makasih duolingo,membantu saya bis bahasa korea dengan benar duolingo,"['membantu', 'saya', 'bis', 'bahasa', 'korea', 'dengan', 'benar', 'duolingo']","['membantu', 'bis', 'bahasa', 'korea', 'duolingo']",bantu bis bahasa korea duolingo,60,Positif
2025-10-08 00:55:03,Pengguna Google,4,Aplikasi ini sangat membantu untuk belajar bahasa asing,Aplikasi ini sangat membantu untuk belajar bahasa asing,aplikasi ini sangat membantu untuk belajar bahasa asing,aplikasi ini sangat membantu untuk belajar bahasa asing,"['aplikasi', 'ini', 'sangat', 'membantu', 'untuk', 'belajar', 'bahasa', 'asing']","['aplikasi', 'membantu', 'belajar', 'bahasa', 'asing']",aplikasi bantu ajar bahasa asing,55,Positif
2025-10-08 00:31:07,Pengguna Google,5,it fun to use,it fun to use,it fun to use,itu fun tapi use,"['itu', 'fun', 'tapi', 'use']","['fun', 'use']",fun use,13,Negatif
2025-10-08 00:22:04,Pengguna Google,4,bagus sekali walau sulit,bagus sekali walau sulit,bagus sekali walau sulit,bagus sekali walau sulit,"['bagus', 'sekali', 'walau', 'sulit']","['bagus', 'sulit']",bagus sulit,24,Positif
2025-10-08 00:20:56,Pengguna Google,5,rekomendasi untuk pemula cocok untuk kalian untuk yang mau menambah kan skill,rekomendasi untuk pemula cocok untuk kalian untuk yang mau menambah kan skill,rekomendasi untuk pemula cocok untuk kalian untuk yang mau menambah kan skill,rekomendasi untuk pemula cocok untuk kalian untuk yang mau menambah kan skill,"['rekomendasi', 'untuk', 'pemula', 'cocok', 'untuk', 'kalian', 'untuk', 'yang', 'mau', 'menambah', 'kan', 'skill']","['rekomendasi', 'pemula', 'cocok', 'menambah', 'skill']",rekomendasi mula cocok tambah skill,77,Positif
2025-10-08 00:16:17,Pengguna Google,5,belajar tapi seperti bermain game,belajar tapi seperti bermain game,belajar tapi seperti bermain game,belajar tapi seperti bermain game,"['belajar', 'tapi', 'seperti', 'bermain', 'game']","['belajar', 'bermain', 'game']",ajar main game,33,Positif
2025-10-07 23:33:14,Pengguna Google,5,game nya bagus bisa untuk meningkatkan pelajaran di sekolah👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😯😯😯👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😯👍👍😯👍😯👍😯👍😯👍😯👍😯👍👍😯👍😯😯😯😯😯👍😯👍😯👍,game nya bagus bisa untuk meningkatkan pelajaran di sekolah,game nya bagus bisa untuk meningkatkan pelajaran di sekolah,game ya bagus bisa untuk meningkatkan pelajaran di sekolah,"['game', 'ya', 'bagus', 'bisa', 'untuk', 'meningkatkan', 'pelajaran', 'di', 'sekolah']","['game', 'ya', 'bagus', 'meningkatkan', 'pelajaran', 'sekolah']",game ya bagus tingkat ajar sekolah,59,Positif
2025-10-07 23:32:30,Pengguna Google,5,jadi bisa bahasa inggris,jadi bisa bahasa inggris,jadi bisa bahasa inggris,jadi bisa bahasa inggris,"['jadi', 'bisa', 'bahasa', 'inggris']","['bahasa', 'inggris']",bahasa inggris,24,Positif
2025-10-07 23:19:50,Pengguna Google,5,bisa membantu saya untuk belajar bahasa Inggris,bisa membantu saya untuk belajar bahasa Inggris,bisa membantu saya untuk belajar bahasa inggris,bisa membantu saya untuk belajar bahasa inggris,"['bisa', 'membantu', 'saya', 'untuk', 'belajar', 'bahasa', 'inggris']","['membantu', 'belajar', 'bahasa', 'inggris']",bantu ajar bahasa inggris,47,Positif
2025-10-07 23:11:57,Pengguna Google,5,"aplikasi nya bagus, cuma kalau energi nya habis tidak bisa lanjut belajar. atau bisa lanjut tapi berlangganan.. tapi saya suka ❤️",aplikasi nya bagus cuma kalau energi nya habis tidak bisa lanjut belajar atau bisa lanjut tapi berlangganan tapi saya suka ,aplikasi nya bagus cuma kalau energi nya habis tidak bisa lanjut belajar atau bisa lanjut tapi berlangganan tapi saya suka ,aplikasi ya bagus cuma kalau energi ya habis tidak bisa lanjut belajar atau bisa lanjut tapi berlangganan tapi saya suka,"['aplikasi', 'ya', 'bagus', 'cuma', 'kalau', 'energi', 'ya', 'habis', 'tidak', 'bisa', 'lanjut', 'belajar', 'atau', 'bisa', 'lanjut', 'tapi', 'berlangganan', 'tapi', 'saya', 'suka']","['aplikasi', 'ya', 'bagus', 'energi', 'ya', 'habis', 'belajar', 'berlangganan', 'suka']",aplikasi ya bagus energi ya habis ajar langgan suka,123,Positif
2025-10-07 23:07:44,Pengguna Google,5,"bagus banget duolingo rasanya belajar sambil main,bisa dapet motivasi dari poin biar terus belajar GG lah",bagus banget duolingo rasanya belajar sambil mainbisa dapet motivasi dari poin biar terus belajar GG lah,bagus banget duolingo rasanya belajar sambil mainbisa dapet motivasi dari poin biar terus belajar gg lah,bagus banget duolingo rasanya belajar sambil mainbisa dapat motivasi dari poin biar terus belajar tidak lah,"['bagus', 'banget', 'duolingo', 'rasanya', 'belajar', 'sambil', 'mainbisa', 'dapat', 'motivasi', 'dari', 'poin', 'biar', 'terus', 'belajar', 'tidak', 'lah']","['bagus', 'banget', 'duolingo', 'belajar', 'mainbisa', 'motivasi', 'poin', 'biar', 'belajar']",bagus banget duolingo ajar mainbisa motivasi poin biar ajar,104,Positif
2025-10-07 23:07:08,Pengguna Google,5,saya memberi rating 5 karena bagus untuk latihan bahasa negara lain,saya memberi rating  karena bagus untuk latihan bahasa negara lain,saya memberi rating  karena bagus untuk latihan bahasa negara lain,saya memberi rating karena bagus untuk latihan bahasa negara lain,"['saya', 'memberi', 'rating', 'karena', 'bagus', 'untuk', 'latihan', 'bahasa', 'negara', 'lain']","['rating', 'bagus', 'latihan', 'bahasa', 'negara']",rating bagus latih bahasa negara,66,Positif
2025-10-07 23:04:47,Pengguna Google,5,"Gamenya Sangat Bagus, aku merasa kebantu banget🥰",Gamenya Sangat Bagus aku merasa kebantu banget,gamenya sangat bagus aku merasa kebantu banget,gamenya sangat bagus aku merasa kebantu banget,"['gamenya', 'sangat', 'bagus', 'aku', 'merasa', 'kebantu', 'banget']","['gamenya', 'bagus', 'kebantu', 'banget']",gamenya bagus bantu banget,46,Positif
2025-10-07 22:58:03,Pengguna Google,5,"bisa belajar banyak bahasa, ini memang terbaik sihhh, cuman rada ngelag aja dan kadang kadang ada bug tapi dah bagus",bisa belajar banyak bahasa ini memang terbaik sihhh cuman rada ngelag aja dan kadang kadang ada bug tapi dah bagus,bisa belajar banyak bahasa ini memang terbaik sihhh cuman rada ngelag aja dan kadang kadang ada bug tapi dah bagus,bisa belajar banyak bahasa ini memang terbaik sih cuman rada ngelag saja dan kadang kadang ada bug tapi sudah bagus,"['bisa', 'belajar', 'banyak', 'bahasa', 'ini', 'memang', 'terbaik', 'sih', 'cuman', 'rada', 'ngelag', 'saja', 'dan', 'kadang', 'kadang', 'ada', 'bug', 'tapi', 'sudah', 'bagus']","['belajar', 'bahasa', 'terbaik', 'sih', 'cuman', 'rada', 'ngelag', 'kadang', 'kadang', 'bug', 'bagus']",ajar bahasa baik sih cuman rada ngelag kadang kadang bug bagus,114,Positif
2025-10-07 22:57:08,Pengguna Google,5,kalau bisa ini free karena ini sangat membantu generasi selanjutnya,kalau bisa ini free karena ini sangat membantu generasi selanjutnya,kalau bisa ini free karena ini sangat membantu generasi selanjutnya,kalau bisa ini free karena ini sangat membantu generasi selanjutnya,"['kalau', 'bisa', 'ini', 'free', 'karena', 'ini', 'sangat', 'membantu', 'generasi', 'selanjutnya']","['free', 'membantu', 'generasi']",free bantu generasi,67,Positif
